Survey_StNo_HaulNo_Year,LATITUDE,LONGITUDE,Depth,Temperature,Salinity,Current_Speed,Grain_Size,Distance_to_Shore,F_LPUE,Scallop,MI_Av_E_Hr,MI_Av_LPUE,MI_Sum_Liv,Whelk,MmoAvScKwh,Cod_C,Cod_T,Cod_B,Cod_S,Haddock_C,Haddock_T,Haddock_B,Haddock_S,Plaice_C,Plaice_T,Plaice_B,Plaice_S,Whiting_C,Whiting_T,Whiting_B,Whiting_S,ComSkt_C,ComSkt_T,ComSkt_B,ComSkt_S,Blonde_C,Blonde_T,Blonde_S,C_Preds,T_Preds,B_Preds,S_Preds,Cuckoo,Thornback,Blonde,Spotted
NIGFS/90/5/2012,53.63145,-5.68985,73.56,13.014,34.189,0.58,0.126875,25317.97852,65.32588347,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/247/54/2012,53.64345,-3.6006,30.7,16.728,33.94,0.81,0.429296875,34205.26172,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/90/56/2012,53.61025,-5.69045,73.3,13.032,34.19,0.6,0.126875,25019.99219,69.11193643,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/75/4/2012,53.67015,-5.84195,57.69,13.467,34.188,0.49,0.126875,18357.55859,66.95671829,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/75/57/2012,53.67095,-5.8399,57.69,13.467,34.188,0.49,0.126875,18357.55859,66.95671829,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/79/36/2012,53.72435,-6.0006,32.94,13.969,34.2,0.41,0.254375,16124.51563,62.53094396,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/105/10/2012,53.68535,-5.0901,57.79,14.471,34.191,0.96,0.3340625,45177.42969,51.07759501,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/102/16/2012,53.77075,-4.6719,70.17,14.859,34.143,1.07,0.975601563,32015.62109,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
NIGFS/50/9/2012,53.73325,-5.3676,83.77,12.649,34.21,0.65,0.254375,50289.16406,61.76777922,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/249/53/2012,53.7769,-3.70865,35.5,16.18,33.994,0.79,0.429296875,44000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/243/14/2012,53.8208,-4.18725,46.03,15.648,34.07,1.15,0.975601563,38832.97656,0,11793.51481,25.09722183,85.08649036,14685.13615,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/208/58/2012,53.7881,-5.7786,57.94,13.432,34.185,0.38,0.126875,29154.75977,61.20259041,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/77/17/2012,53.84925,-4.6767,58.98,14.72,34.14,1.12,0.975601563,24351.5918,0,11793.51481,4,114,456,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NIGFS/208/3/2012,53.80695,-5.7821,53.86,13.47,34.184,0.36,0.0471875,29000,58.76611673,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/113/30/2012,52.37725,-5.86935,73.61,14.347,34.644,1.42,0.975601563,29206.16406,0,1008.322222,2,46.44444444,92.88888889,0.511463456,3912.137536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/112/28/2012,52.5459,-6.0439,31.28,15.646,34.129,1.33,2.350328125,11180.33984,336.1481481,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/114/27/2012,52.57455,-5.7818,66.8,14.795,34.279,1.39,0.975601563,29000,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/119/29/2012,52.60375,-6.106,24.33,16.008,34.153,0.98,0.3340625,8000,0,522.6481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/117/33/2012,52.724,-4.48165,29.33,16.565,34.133,0.51,0.254375,7615.773438,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/111/26/2012,52.70155,-5.82155,61.23,15.583,34.113,1.39,0.975601563,21587.0332,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
NIGFS/120/25/2012,52.8349,-5.75045,68.36,15.845,34.132,1.42,0.975601563,21023.79688,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
NIGFS/120/39/2012,52.83175,-5.77405,61.86,16.033,34.139,1.42,2.350328125,19697.71484,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217391304,0
NIGFS/109/24/2012,53.00455,-5.3146,85.85,14.709,34.281,1.48,2.350328125,44283.17969,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
NIGFS/106/41/2012,53.21725,-5.8633,36.64,15.188,34.182,0.77,0.126875,15297.05859,30.71071429,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/108/23/2012,53.22615,-5.2241,102.04,14.519,34.312,1.31,2.350328125,36221.54297,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/118/40/2012,53.24925,-6.014,26.01,15.587,34.26,0.68,0.3340625,6708.203613,0,433.4925926,0,0,0,2.821428571,6194.755556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/107/42/2012,53.27175,-5.55065,86.37,14.494,34.214,1.07,0.3340625,36400.55078,48.47110397,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43478261,0
NIGFS/94/7/2012,53.40695,-5.7827,85.54,14.231,34.204,0.81,0.254375,18027.75586,46.74540694,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/246/55/2012,53.48475,-3.7332,29.91,16.881,34.083,0.85,0.429296875,17464.24805,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/73/37/2012,53.8104,-6.04505,29.88,13.975,34.197,0.3,0.126875,12041.59473,73.2119665,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/96/11/2012,53.8662,-5.1096,62.9,14.422,34.177,0.61,0.254375,28319.60547,61.48276577,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/88/59/2012,53.9767,-5.69175,53.11,13.364,34.182,0.27,0.0471875,19104.97266,62.15591291,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/88/2/2012,53.95805,-5.6987,57.31,13.375,34.183,0.26,0.0471875,19849.43359,62.15673084,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/48/19/2012,54.0077,-4.9882,59.14,14.432,34.171,0.76,0.909859375,13601.4707,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/76/15/2012,54.00175,-4.44455,43.86,14.879,34.1,1.22,2.350328125,13892.44336,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/70/62/2012,53.98125,-5.7481,44.46,13.481,34.186,0.27,0.126875,16401.2207,51.862601,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/99/20/2012,54.06985,-5.08115,76.94,13.5,34.183,0.56,0.126875,18027.75586,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/242/51/2012,54.0791,-4.0336,34.6,15.211,34.053,0.77,0.429296875,27294.6875,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/101/60/2012,54.0889,-5.31085,114.66,12.102,34.204,0.34,0.0471875,26907.24805,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/17/61/2012,54.1366,-5.4957,48.55,13.542,34.184,0.3,0.0471875,14142.13574,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/344/50/2012,54.12675,-3.6642,30.23,15.565,34.023,0.48,0.254375,22803.50781,45.56597407,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/100/63/2012,54.1817,-5.68195,23.17,14.153,34.215,0.29,0.3340625,5099.019531,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/46/21/2012,54.1761,-4.98605,84.53,13.279,34.179,0.62,0.126875,18027.75586,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/81/64/2012,54.24635,-5.3846,48.04,13.942,34.186,0.45,0.0471875,11661.90332,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/259/49/2012,54.2904,-3.71035,35.23,15.779,33.992,0.5,0.0471875,18384.77734,46.37448661,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/97/22/2012,54.3067,-4.90345,69.92,13.871,34.172,0.59,0.349609375,17204.65039,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/258/48/2012,54.3236,-3.9196,36.28,15.681,33.986,0.52,0.254375,26172.50391,45.36163016,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/83/65/2012,54.3399,-5.282,69.61,13.565,34.174,0.69,0.254375,12529.96484,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/257/44/2012,54.4101,-3.75535,27.87,16.039,33.847,0.51,0.126875,13416.40723,27.41450395,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/64/45/2012,54.5845,-3.7643,20.76,16.108,33.623,0.49,0.254375,11180.33984,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/86/67/2012,54.5842,-5.4287,44.63,14.141,34.202,1.11,2.350328125,3605.55127,0,2961.244444,0,0,0,0.196545767,5099.560208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/63/47/2012,54.6236,-4.16885,49.98,16.146,33.801,0.9,0.429296875,15000,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/256/46/2012,54.62115,-3.979,35.62,16.173,33.796,0.72,0.3340625,17000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/35/66/2012,54.7267,-5.6616,17.16,13.951,34.191,0.52,0.429296875,5000,0,2961.244444,0,0,0,0.196545767,5099.560208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/116/32/2012,52.28875,-4.30695,19.85,17.337,34.13,0.47,0.3340625,6403.124512,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/115/31/2012,52.3486,-4.91685,52.25,15.555,34.588,0.95,0.975601563,30016.66211,0,9966.455556,8.312499625,64.10766391,5246.079709,0.894867407,5535.695809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/77/7/2013,53.7884,-4.7635,75.76,14.721,34.15,0.98,0.3340625,30016.66211,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/51/6/2013,53.9266,-5.01455,65.55,14.403,34.174,0.68,0.3340625,19104.97266,205.9208758,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/71/29/2013,53.8797,-5.99945,35.13,13.746,34.189,0.26,0.126875,14422.20508,61.03868749,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/216/8/2013,53.9604,-5.183,59.28,14.19,34.189,0.48,0.0471875,26570.66016,64.41661593,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/88/27/2013,54.00875,-5.67675,46.1,13.416,34.184,0.25,0.126875,17804.49219,26.72159091,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/342/18/2013,53.8919,-3.8195,36.39,15.669,34.026,0.8,0.349609375,43416.58594,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/70/30/2013,54.0463,-5.74995,31.67,13.674,34.194,0.28,0.429296875,11401.75391,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/76/12/2013,53.9792,-4.5168,37.84,14.86,34.103,1.33,2.350328125,11180.33984,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/48/9/2013,53.95065,-4.9537,58.43,14.439,34.169,0.76,0.429296875,14142.13574,33.22727273,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/242/19/2013,54.14455,-4.04345,25.96,15.122,34.063,0.64,0.429296875,24738.63477,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NIGFS/99/10/2013,54.1545,-5.00525,84,13.185,34.181,0.61,0.126875,16278.82031,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/101/32/2013,54.1628,-5.3329,79.91,13.425,34.174,0.32,0.0471875,20518.2832,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/17/33/2013,54.08155,-5.5838,50.81,13.454,34.185,0.26,0.126875,16492.42188,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/345/20/2013,54.19945,-3.65135,29.99,15.604,34.017,0.45,0.126875,17888.54492,47.84794649,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/46/11/2013,54.23645,-4.9209,81.27,13.706,34.174,0.59,0.126875,14764.82324,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/100/34/2013,54.11975,-5.68505,28.62,13.81,34.198,0.26,0.9536875,11180.33984,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/81/39/2013,54.2808,-5.388,47.1,14.011,34.197,0.52,0.126875,10000,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/97/31/2013,54.3647,-4.93485,92.65,13.27,34.176,0.66,0.349609375,22671.56836,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/245/14/2013,53.51535,-4.24645,39.98,16.228,34.135,1.41,2.350328125,12649.11035,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/103/1/2013,53.62075,-5.3756,79.81,13.343,34.204,0.83,0.3340625,44922.15234,58.4727053,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/92/43/2013,53.6306,-5.96275,34.76,14.263,34.212,0.53,0.254375,9433.980469,62.36761291,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/90/38/2013,53.66615,-5.6994,71.49,13.042,34.188,0.55,0.126875,27202.94141,64.24865631,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/247/16/2013,53.5848,-3.66365,33.32,16.793,33.998,0.85,0.909859375,30083.2168,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/105/2/2013,53.7271,-5.01875,63.86,14.602,34.185,0.94,0.975601563,38483.76563,0,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/75/37/2013,53.6303,-5.83185,61.72,13.422,34.188,0.54,0.126875,16763.05469,64.54565401,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/79/36/2013,53.65995,-5.94395,40.44,13.886,34.199,0.5,0.254375,12041.59473,64.66555766,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/50/4/2013,53.7959,-5.3171,72.04,13.416,34.204,0.61,0.126875,44204.07031,59.75440223,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/102/3/2013,53.7117,-4.6319,66.05,14.974,34.147,1.12,0.975601563,34525.35156,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
NIGFS/249/17/2013,53.7539,-3.6545,37.33,16.261,33.981,0.78,0.3340625,40000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/73/35/2013,53.8761,-6.10065,29.14,14.026,34.196,0.23,0.126875,11180.33984,58.54328622,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/243/13/2013,53.7754,-4.0876,42.44,15.874,34.05,1.09,0.975601563,42544.09375,0,11793.51481,11.36904671,89.51664209,7777.56704,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/96/5/2013,53.89275,-5.0792,67.34,14.386,34.177,0.6,0.254375,25495.09766,68.28228775,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/208/28/2013,53.7599,-5.7887,61.22,13.399,34.185,0.41,0.126875,26907.24805,59.64044391,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/246/15/2013,53.46445,-3.8511,29.38,16.758,34.09,0.89,0.975601563,15000,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/93/45/2013,53.4657,-5.8059,81.04,13.918,34.203,0.7,0.254375,15297.05859,51.11385875,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/56/44/2013,53.49805,-5.60075,85.85,13.194,34.196,0.85,0.254375,28000,66.88679548,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/94/47/2013,53.4465,-5.81325,83.17,14.141,34.206,0.74,0.254375,14866.06836,49.75206385,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/107/49/2013,53.231,-5.551,72.79,14.582,34.213,1.13,0.3340625,36400.55078,48.44041207,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/118/46/2013,53.24435,-6.0117,26.53,15.553,34.254,0.71,0.3340625,6708.203613,0,433.4925926,0,0,0,2.821428571,6194.755556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGFS/108/50/2013,53.1892,-5.2316,127.25,14.584,34.34,1.35,0.9536875,38832.97656,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
